time,YEAR,0-5_perc,11-70_perc,6-17_perc,AGPOPR,AL,ALFA(1),ALFA(2),ALFA(3),ALFA(4),ALFA(5),BIRTHR,births,CALOR,CAPD(1),CAPD(2),CAPD(3),CAPD(4),CAPD(5),CAPT,CAPXS(1),CAPXS(2),CAPXS(3),CAPXS(4),CAPXS(5),CHMOR,COST(1),COST(2),COST(3),EAPOPR,EDUCR,ENROL,EXCAL,EXCAL_CODE,EXLIFE,FALU,FERT,GNP,GNPD(1),GNPD(2),GNPD(3),GNPD(4),GNPD(5),GNPXC,GNPXS(1),GNPXS(2),GNPXS(3),GNPXS(4),GNPXS(5),GRMOR,HOUSER,HOUSES,HSEXFL,PERXFL,PHYOUT(1),PHYOUT(2),PHYOUT(3),POP,PYRAM(1),PYRAM(2),PYRAM(3),popByAgeBySex_males(1),popByAgeBySex_males(2),popByAgeBySex_males(3),popByAgeBySex_males(4),popByAgeBySex_males(5),popByAgeBySex_males(6),popByAgeBySex_males(7),popByAgeBySex_males(8),popByAgeBySex_males(9),popByAgeBySex_males(10),popByAgeBySex_males(11),popByAgeBySex_males(12),popByAgeBySex_males(13),popByAgeBySex_males(14),popByAgeBySex_males(15),popByAgeBySex_males(16),popByAgeBySex_males(17),popByAgeBySex_males(18),popByAgeBySex_males(19),popByAgeBySex_males(20),popByAgeBySex_males(21),popByAgeBySex_males(22),popByAgeBySex_males(23),popByAgeBySex_males(24),popByAgeBySex_males(25),popByAgeBySex_males(26),popByAgeBySex_males(27),popByAgeBySex_males(28),popByAgeBySex_males(29),popByAgeBySex_males(30),popByAgeBySex_males(31),popByAgeBySex_males(32),popByAgeBySex_males(33),popByAgeBySex_males(34),popByAgeBySex_males(35),popByAgeBySex_males(36),popByAgeBySex_males(37),popByAgeBySex_males(38),popByAgeBySex_males(39),popByAgeBySex_males(40),popByAgeBySex_males(41),popByAgeBySex_males(42),popByAgeBySex_males(43),popByAgeBySex_males(44),popByAgeBySex_males(45),popByAgeBySex_males(46),popByAgeBySex_males(47),popByAgeBySex_males(48),popByAgeBySex_males(49),popByAgeBySex_males(50),popByAgeBySex_males(51),popByAgeBySex_males(52),popByAgeBySex_males(53),popByAgeBySex_males(54),popByAgeBySex_males(55),popByAgeBySex_males(56),popByAgeBySex_males(57),popByAgeBySex_males(58),popByAgeBySex_males(59),popByAgeBySex_males(60),popByAgeBySex_males(61),popByAgeBySex_males(62),popByAgeBySex_males(63),popByAgeBySex_males(64),popByAgeBySex_males(65),popByAgeBySex_males(66),popByAgeBySex_males(67),popByAgeBySex_males(68),popByAgeBySex_males(69),popByAgeBySex_males(70),popByAgeBySex_females(1),popByAgeBySex_females(2),popByAgeBySex_females(3),popByAgeBySex_females(4),popByAgeBySex_females(5),popByAgeBySex_females(6),popByAgeBySex_females(7),popByAgeBySex_females(8),popByAgeBySex_females(9),popByAgeBySex_females(10),popByAgeBySex_females(11),popByAgeBySex_females(12),popByAgeBySex_females(13),popByAgeBySex_females(14),popByAgeBySex_females(15),popByAgeBySex_females(16),popByAgeBySex_females(17),popByAgeBySex_females(18),popByAgeBySex_females(19),popByAgeBySex_females(20),popByAgeBySex_females(21),popByAgeBySex_females(22),popByAgeBySex_females(23),popByAgeBySex_females(24),popByAgeBySex_females(25),popByAgeBySex_females(26),popByAgeBySex_females(27),popByAgeBySex_females(28),popByAgeBySex_females(29),popByAgeBySex_females(30),popByAgeBySex_females(31),popByAgeBySex_females(32),popByAgeBySex_females(33),popByAgeBySex_females(34),popByAgeBySex_females(35),popByAgeBySex_females(36),popByAgeBySex_females(37),popByAgeBySex_females(38),popByAgeBySex_females(39),popByAgeBySex_females(40),popByAgeBySex_females(41),popByAgeBySex_females(42),popByAgeBySex_females(43),popByAgeBySex_females(44),popByAgeBySex_females(45),popByAgeBySex_females(46),popByAgeBySex_females(47),popByAgeBySex_females(48),popByAgeBySex_females(49),popByAgeBySex_females(50),popByAgeBySex_females(51),popByAgeBySex_females(52),popByAgeBySex_females(53),popByAgeBySex_females(54),popByAgeBySex_females(55),popByAgeBySex_females(56),popByAgeBySex_females(57),popByAgeBySex_females(58),popByAgeBySex_females(59),popByAgeBySex_females(60),popByAgeBySex_females(61),popByAgeBySex_females(62),popByAgeBySex_females(63),popByAgeBySex_females(64),popByAgeBySex_females(65),popByAgeBySex_females(66),popByAgeBySex_females(67),popByAgeBySex_females(68),popByAgeBySex_females(69),popByAgeBySex_females(70),POPR,PROT,REND,RLFD(1),RLFD(1)_CODE,RLFD(2),RLFD(2)_CODE,RLFD(3),RLFD(3)_CODE,RLFD(4),RLFD(4)_CODE,RLFD(5),RLFD(5)_CODE,SEPOPR,survivalRate_males(1),survivalRate_males(2),survivalRate_males(3),survivalRate_males(4),survivalRate_males(5),survivalRate_males(6),survivalRate_males(7),survivalRate_males(8),survivalRate_males(9),survivalRate_males(10),survivalRate_males(11),survivalRate_males(12),survivalRate_males(13),survivalRate_males(14),survivalRate_males(15),survivalRate_males(16),survivalRate_males(17),survivalRate_males(18),survivalRate_males(19),survivalRate_males(20),survivalRate_males(21),survivalRate_males(22),survivalRate_males(23),survivalRate_males(24),survivalRate_males(25),survivalRate_males(26),survivalRate_males(27),survivalRate_males(28),survivalRate_males(29),survivalRate_males(30),survivalRate_males(31),survivalRate_males(32),survivalRate_males(33),survivalRate_males(34),survivalRate_males(35),survivalRate_males(36),survivalRate_males(37),survivalRate_males(38),survivalRate_males(39),survivalRate_males(40),survivalRate_males(41),survivalRate_males(42),survivalRate_males(43),survivalRate_males(44),survivalRate_males(45),survivalRate_males(46),survivalRate_males(47),survivalRate_males(48),survivalRate_males(49),survivalRate_males(50),survivalRate_males(51),survivalRate_males(52),survivalRate_males(53),survivalRate_males(54),survivalRate_males(55),survivalRate_males(56),survivalRate_males(57),survivalRate_males(58),survivalRate_males(59),survivalRate_males(60),survivalRate_males(61),survivalRate_males(62),survivalRate_males(63),survivalRate_males(64),survivalRate_males(65),survivalRate_males(66),survivalRate_males(67),survivalRate_males(68),survivalRate_males(69),survivalRate_males(70),survivalRate_males(71),survivalRate_females(1),survivalRate_females(2),survivalRate_females(3),survivalRate_females(4),survivalRate_females(5),survivalRate_females(6),survivalRate_females(7),survivalRate_females(8),survivalRate_females(9),survivalRate_females(10),survivalRate_females(11),survivalRate_females(12),survivalRate_females(13),survivalRate_females(14),survivalRate_females(15),survivalRate_females(16),survivalRate_females(17),survivalRate_females(18),survivalRate_females(19),survivalRate_females(20),survivalRate_females(21),survivalRate_females(22),survivalRate_females(23),survivalRate_females(24),survivalRate_females(25),survivalRate_females(26),survivalRate_females(27),survivalRate_females(28),survivalRate_females(29),survivalRate_females(30),survivalRate_females(31),survivalRate_females(32),survivalRate_females(33),survivalRate_females(34),survivalRate_females(35),survivalRate_females(36),survivalRate_females(37),survivalRate_females(38),survivalRate_females(39),survivalRate_females(40),survivalRate_females(41),survivalRate_females(42),survivalRate_females(43),survivalRate_females(44),survivalRate_females(45),survivalRate_females(46),survivalRate_females(47),survivalRate_females(48),survivalRate_females(49),survivalRate_females(50),survivalRate_females(51),survivalRate_females(52),survivalRate_females(53),survivalRate_females(54),survivalRate_females(55),survivalRate_females(56),survivalRate_females(57),survivalRate_females(58),survivalRate_females(59),survivalRate_females(60),survivalRate_females(61),survivalRate_females(62),survivalRate_females(63),survivalRate_females(64),survivalRate_females(65),survivalRate_females(66),survivalRate_females(67),survivalRate_females(68),survivalRate_females(69),survivalRate_females(70),survivalRate_females(71),TLF,TLFR,totalDeaths,TRADEB,TURBH,URBAN,URBANR,URI,womenFertilityAge(16),womenFertilityAge(17),womenFertilityAge(18),womenFertilityAge(19),womenFertilityAge(20),womenFertilityAge(21),womenFertilityAge(22),womenFertilityAge(23),womenFertilityAge(24),womenFertilityAge(25),womenFertilityAge(26),womenFertilityAge(27),womenFertilityAge(28),womenFertilityAge(29),womenFertilityAge(30),womenFertilityAge(31),womenFertilityAge(32),womenFertilityAge(33),womenFertilityAge(34),womenFertilityAge(35),womenFertilityAge(36),womenFertilityAge(37),womenFertilityAge(38),womenFertilityAge(39),womenFertilityAge(40),womenFertilityAge(41),womenFertilityAge(42),womenFertilityAge(43),womenFertilityAge(44),womenFertilityAge(45),womenFertilityAge(46),womenFertilityAge(47),womenFertilityAge(48),womenFertilityAge(49),womenFertilityAge(50)
1960, 1960,  0.17385107E+02,  0.72612038E+02,  0.27486631E+02,  0.32200001E+02,  0.43292000E+06,  0.75000000E+00,  0.59999999E-01,  0.89999998E+00,  0.70999998E+00,  0.80000001E+00,  0.43900597E+02,  0.00000000E+00,  0.19848400E+04,  0.20000000E+00,  0.34999999E+00,  0.20000000E-01,  0.37000000E+00,  0.59999999E-01,  0.49870438E+12,  0.99740877E+11,  0.17454653E+12,  0.99740877E+10,  0.18452062E+12,  0.29922263E+11,  0.14800000E+03,  0.33686298E-04,  0.59131233E+02,  0.22219410E+02,  0.59631989E+02,  0.88836794E+01,  0.32320000E+02,  0.00000000E+00, -0.10151600E+04,  0.48242577E+02,  0.30950001E+00,  0.82315996E+04,  0.13852900E+12,  0.27200001E+00,  0.48999999E-01,  0.22000000E-01,  0.49700001E+00,  0.16000000E+00,  0.89722771E+02,  0.37679890E+11,  0.67879209E+10,  0.30476380E+10,  0.68848910E+11,  0.22164640E+11,  0.17299999E+02,  0.74350142E+01,  0.11479417E+09,  0.36361814E+00,  0.48906178E+01,  0.11185525E+16,  0.11479417E+09,  0.13716107E+09,  0.15439670E+10,  0.26842032E+09,  0.42438451E+09,  0.11211059E+10,  0.24703836E+08,  0.23880136E+08,  0.23108166E+08,  0.22385538E+08,  0.21709864E+08,  0.21077964E+08,  0.20489834E+08,  0.20099074E+08,  0.19428176E+08,  0.18949874E+08,  0.18438940E+08,  0.18052160E+08,  0.17698008E+08,  0.17370120E+08,  0.17056558E+08,  0.16875900E+08,  0.16505832E+08,  0.16110297E+08,  0.15690091E+08,  0.15251580E+08,  0.14832170E+08,  0.14352275E+08,  0.13864422E+08,  0.13375773E+08,  0.12893490E+08,  0.12302177E+08,  0.11913009E+08,  0.11570000E+08,  0.11265987E+08,  0.10996991E+08,  0.10774950E+08,  0.10545747E+08,  0.10332460E+08,  0.10130315E+08,  0.99353330E+07,  0.97801430E+07,  0.95740190E+07,  0.93615290E+07,  0.91434670E+07,  0.89190390E+07,  0.86938140E+07,  0.84574480E+07,  0.82171030E+07,  0.79719825E+07,  0.77252705E+07,  0.74761710E+07,  0.72270715E+07,  0.69771760E+07,  0.67280765E+07,  0.64821605E+07,  0.62298775E+07,  0.59966945E+07,  0.57682870E+07,  0.55454505E+07,  0.53297760E+07,  0.50878390E+07,  0.48976320E+07,  0.47185670E+07,  0.45442770E+07,  0.43723745E+07,  0.41980840E+07,  0.40237940E+07,  0.38399538E+07,  0.36441758E+07,  0.34348685E+07,  0.32064608E+07,  0.29581570E+07,  0.26835905E+07,  0.23811692E+07,  0.19030254E+08,  0.23738474E+08,  0.22960138E+08,  0.22222390E+08,  0.21524432E+08,  0.20865474E+08,  0.20243918E+08,  0.19658176E+08,  0.19109042E+08,  0.18594130E+08,  0.18112644E+08,  0.17564306E+08,  0.17191056E+08,  0.16859984E+08,  0.16558358E+08,  0.16274241E+08,  0.16171577E+08,  0.15808672E+08,  0.15407566E+08,  0.14975422E+08,  0.14519402E+08,  0.14043487E+08,  0.13565184E+08,  0.13085289E+08,  0.12612557E+08,  0.12151762E+08,  0.11578754E+08,  0.11225398E+08,  0.10920590E+08,  0.10656369E+08,  0.10424778E+08,  0.10278343E+08,  0.10061873E+08,  0.98485860E+07,  0.96360950E+07,  0.94236050E+07,  0.92365810E+07,  0.90089690E+07,  0.87741950E+07,  0.85338500E+07,  0.82911165E+07,  0.80340585E+07,  0.77953050E+07,  0.75613265E+07,  0.73305315E+07,  0.71029195E+07,  0.68800830E+07,  0.66620215E+07,  0.64479390E+07,  0.62394275E+07,  0.60364870E+07,  0.58287710E+07,  0.56401560E+07,  0.54594990E+07,  0.52836170E+07,  0.51141020E+07,  0.49310575E+07,  0.47758680E+07,  0.46294325E+07,  0.44845885E+07,  0.43389490E+07,  0.41909215E+07,  0.40365275E+07,  0.38709918E+07,  0.36696428E+07,  0.35033112E+07,  0.32932080E+07,  0.30616170E+07,  0.28061508E+07,  0.25236255E+07,  0.22125296E+08,  0.24200001E+01,  0.51139999E+02,  0.00000000E+00,  0.74364899E+02,  0.32200000E+00,  0.23094688E-01,  0.99999997E-04,  0.46189377E+00,  0.20000001E-02,  0.21916859E+02,  0.94899997E-01,  0.32332566E+01,  0.14000000E-01,  0.55956235E+01,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.66853773E+09,  0.43300000E+00,  0.00000000E+00,  0.10000000E+01,  0.00000000E+00,  0.27142938E+09,  0.17580000E+02,  0.17580000E+02,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00
1961, 1961,  0.17887358E+02,  0.72115997E+02,  0.27323570E+02,  0.31708542E+02,  0.43292000E+06,  0.73426110E+00,  0.59385389E-01,  0.90278941E+00,  0.69858837E+00,  0.79049528E+00,  0.44418659E+02,  0.69276680E+08,  0.19529976E+04,  0.20000000E+00,  0.34999999E+00,  0.20000000E-01,  0.37000000E+00,  0.59999999E-01,  0.50029848E+12,  0.10005970E+12,  0.17510446E+12,  0.10005970E+11,  0.18511045E+12,  0.30017896E+11,  0.22117035E+03,  0.33686298E-04,  0.59131233E+02,  0.22219410E+02,  0.58416805E+02,  0.89287748E+01,  0.32677921E+02,  0.00000000E+00, -0.10470024E+04,  0.46537086E+02,  0.30950001E+00,  0.82315996E+04,  0.14314267E+12,  0.26587388E+00,  0.49283784E-01,  0.21966062E-01,  0.50239915E+00,  0.16047709E+00,  0.90317551E+02,  0.38057898E+11,  0.70546125E+10,  0.31442808E+10,  0.71914750E+11,  0.22971118E+11,  0.18129093E+02,  0.75276475E+01,  0.11930434E+09,  0.35675189E+00,  0.47392216E+01,  0.11297738E+16,  0.11930434E+09,  0.14151054E+09,  0.15848820E+10,  0.28349350E+09,  0.43304634E+09,  0.11429535E+10,  0.31873380E+08,  0.23241616E+08,  0.23221216E+08,  0.22772986E+08,  0.22208306E+08,  0.21614662E+08,  0.21024858E+08,  0.20457088E+08,  0.20073900E+08,  0.19403572E+08,  0.18921210E+08,  0.18403914E+08,  0.18009984E+08,  0.17647836E+08,  0.17312514E+08,  0.16991996E+08,  0.16804476E+08,  0.16428883E+08,  0.16028799E+08,  0.15604947E+08,  0.15164072E+08,  0.14742604E+08,  0.14262082E+08,  0.13774017E+08,  0.13285623E+08,  0.12804434E+08,  0.12215285E+08,  0.11827091E+08,  0.11485023E+08,  0.11181829E+08,  0.10913505E+08,  0.10691771E+08,  0.10462889E+08,  0.10249921E+08,  0.10047647E+08,  0.98526650E+07,  0.96967970E+07,  0.94901980E+07,  0.92771690E+07,  0.90583800E+07,  0.88331000E+07,  0.86066210E+07,  0.83689975E+07,  0.81271670E+07,  0.78803700E+07,  0.76318205E+07,  0.73806660E+07,  0.71293410E+07,  0.68771380E+07,  0.66257005E+07,  0.63770280E+07,  0.61223535E+07,  0.58862515E+07,  0.56548970E+07,  0.54289125E+07,  0.52100300E+07,  0.49657365E+07,  0.47718840E+07,  0.45890455E+07,  0.44109325E+07,  0.42352825E+07,  0.40575420E+07,  0.38799978E+07,  0.36935228E+07,  0.34959820E+07,  0.32860585E+07,  0.30585932E+07,  0.28129802E+07,  0.25435642E+07,  0.19282956E+08,  0.30277288E+08,  0.22110420E+08,  0.22226014E+08,  0.21851558E+08,  0.21331386E+08,  0.20764660E+08,  0.20190602E+08,  0.19627390E+08,  0.19086410E+08,  0.18571324E+08,  0.18084938E+08,  0.17529414E+08,  0.17147608E+08,  0.16807630E+08,  0.16497214E+08,  0.16204858E+08,  0.16093911E+08,  0.15724812E+08,  0.15318818E+08,  0.14883015E+08,  0.14424552E+08,  0.13947317E+08,  0.13468643E+08,  0.12989215E+08,  0.12517601E+08,  0.12058426E+08,  0.11488457E+08,  0.11136822E+08,  0.10833676E+08,  0.10571030E+08,  0.10340943E+08,  0.10195407E+08,  0.99804820E+07,  0.97686940E+07,  0.95576500E+07,  0.93465370E+07,  0.91605750E+07,  0.89341820E+07,  0.87004800E+07,  0.84610910E+07,  0.82190750E+07,  0.79626710E+07,  0.77241405E+07,  0.74901015E+07,  0.72589535E+07,  0.70307160E+07,  0.68069795E+07,  0.65877060E+07,  0.63721580E+07,  0.61618855E+07,  0.59569285E+07,  0.57470770E+07,  0.55558800E+07,  0.53723815E+07,  0.51934330E+07,  0.50205890E+07,  0.48343965E+07,  0.46754310E+07,  0.45249420E+07,  0.43759315E+07,  0.42260975E+07,  0.40739420E+07,  0.39156448E+07,  0.37466785E+07,  0.35433350E+07,  0.33741552E+07,  0.31632685E+07,  0.29324218E+07,  0.26796172E+07,  0.22390996E+08,  0.26499965E+01,  0.50319572E+02,  0.00000000E+00,  0.73324295E+02,  0.31708542E+00,  0.24027474E-01,  0.10390500E-03,  0.48054951E+00,  0.20781003E-02,  0.22802071E+02,  0.98605841E-01,  0.33638465E+01,  0.14546702E-01,  0.58163862E+01,  0.89825881E+00,  0.94081002E+00,  0.97240722E+00,  0.98549521E+00,  0.99208272E+00,  0.99561483E+00,  0.99748051E+00,  0.99840188E+00,  0.99874747E+00,  0.99873364E+00,  0.99848741E+00,  0.99810046E+00,  0.99766368E+00,  0.99716508E+00,  0.99668366E+00,  0.99621487E+00,  0.99576771E+00,  0.99533808E+00,  0.99494123E+00,  0.99457341E+00,  0.99426240E+00,  0.99396139E+00,  0.99371576E+00,  0.99347937E+00,  0.99326020E+00,  0.99309295E+00,  0.99293685E+00,  0.99278790E+00,  0.99265540E+00,  0.99252993E+00,  0.99240828E+00,  0.99228036E+00,  0.99214303E+00,  0.99201173E+00,  0.99183953E+00,  0.99167943E+00,  0.99147809E+00,  0.99124491E+00,  0.99098867E+00,  0.99069428E+00,  0.99036449E+00,  0.98997068E+00,  0.98954171E+00,  0.98905504E+00,  0.98850816E+00,  0.98790336E+00,  0.98722541E+00,  0.98647714E+00,  0.98566210E+00,  0.98478377E+00,  0.98378128E+00,  0.98274058E+00,  0.98158270E+00,  0.98034251E+00,  0.97898489E+00,  0.97753268E+00,  0.97600108E+00,  0.97432476E+00,  0.97255063E+00,  0.97065657E+00,  0.96864587E+00,  0.96652234E+00,  0.96426350E+00,  0.96186644E+00,  0.95933408E+00,  0.95667666E+00,  0.95388448E+00,  0.95092326E+00,  0.94782126E+00,  0.94457549E+00,  0.89508849E+00,  0.89595896E+00,  0.93141705E+00,  0.96802616E+00,  0.98331267E+00,  0.99103129E+00,  0.99516839E+00,  0.99736637E+00,  0.99843389E+00,  0.99881566E+00,  0.99877346E+00,  0.99847037E+00,  0.99801350E+00,  0.99747258E+00,  0.99689478E+00,  0.99630737E+00,  0.99573666E+00,  0.99519736E+00,  0.99469531E+00,  0.99423999E+00,  0.99382943E+00,  0.99346733E+00,  0.99315196E+00,  0.99288315E+00,  0.99265784E+00,  0.99247128E+00,  0.99231917E+00,  0.99220151E+00,  0.99210930E+00,  0.99204123E+00,  0.99199176E+00,  0.99195814E+00,  0.99193096E+00,  0.99191093E+00,  0.99188793E+00,  0.99185926E+00,  0.99182183E+00,  0.99177116E+00,  0.99169856E+00,  0.99159861E+00,  0.99147403E+00,  0.99131101E+00,  0.99111438E+00,  0.99087083E+00,  0.99058038E+00,  0.99023563E+00,  0.98983467E+00,  0.98937464E+00,  0.98884487E+00,  0.98824728E+00,  0.98757225E+00,  0.98682040E+00,  0.98598439E+00,  0.98505783E+00,  0.98404294E+00,  0.98293144E+00,  0.98171473E+00,  0.98039752E+00,  0.97896993E+00,  0.97742909E+00,  0.97577101E+00,  0.97399104E+00,  0.97208738E+00,  0.97005278E+00,  0.96788591E+00,  0.96558034E+00,  0.96313316E+00,  0.96054316E+00,  0.95780164E+00,  0.95490855E+00,  0.95185655E+00,  0.90343946E+00,  0.66767693E+09,  0.43244249E+00,  0.28361596E+08,  0.10000000E+01,  0.27276715E+03,  0.28520426E+09,  0.17995300E+02,  0.17580000E+02,  0.49277167E-02,  0.36607169E-01,  0.10406563E+00,  0.17939301E+00,  0.22145365E+00,  0.24983463E+00,  0.27255654E+00,  0.29792145E+00,  0.31760126E+00,  0.32172191E+00,  0.31838650E+00,  0.31108323E+00,  0.30254477E+00,  0.29282603E+00,  0.28179631E+00,  0.26956484E+00,  0.25725353E+00,  0.24561211E+00,  0.23398183E+00,  0.22480734E+00,  0.21434183E+00,  0.20073400E+00,  0.18723194E+00,  0.16624503E+00,  0.14271992E+00,  0.11793472E+00,  0.95682733E-01,  0.77686481E-01,  0.62811561E-01,  0.49712069E-01,  0.39780319E-01,  0.29854581E-01,  0.22410136E-01,  0.16225802E-01,  0.10012046E-01
